Date,Open,High,Low,Close,Adj Close,Volume
2017-05-11,152.449997,154.070007,152.309998,153.949997,149.320557,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,151.405930,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,151.017929,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,150.794830,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,145.731827,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,147.952927,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,148.457306,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,149.359360,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,149.175079,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,148.728882,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,149.242950,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,148.990768,21927600
2017-05-30,153.419998,154.429993,153.330002,153.669998,149.048965,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,148.166336,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,148.573685,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,150.775436,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,149.301117,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,149.805511,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,150.697861,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,150.329269,21250800
2017-06-09,155.190002,155.190002,146.020004,148.979996,144.500000,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,141.047043,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,142.181839,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,140.794876,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,139.951019,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,137.991791,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,141.939392,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,140.649384,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,141.483521,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,141.250763,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,141.881210,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,141.435043,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,139.407867,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,141.444717,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,139.359360,31499400
2017-06-30,144.449997,144.960007,143.779999,144.020004,139.689148,23024100
2017-07-03,144.880005,145.300003,143.100006,143.500000,139.184799,14277800
2017-07-05,143.690002,144.789993,142.720001,144.089996,139.757050,21569600
2017-07-06,143.020004,143.500000,142.410004,142.729996,138.437958,24128800
2017-07-07,142.899994,144.750000,142.899994,144.179993,139.844330,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,140.697891,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,141.153748,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,141.357452,24884500
2017-07-13,145.500000,148.490005,145.440002,147.770004,143.326370,25199400
2017-07-14,147.970001,149.330002,147.330002,149.039993,144.558197,20132100
2017-07-17,148.820007,150.899994,148.570007,149.559998,145.062561,23793500
2017-07-18,149.199997,150.130005,148.669998,150.080002,145.566925,17868800
2017-07-19,150.479996,151.419998,149.949997,151.020004,146.478683,20923000
2017-07-20,151.500000,151.740005,150.190002,150.339996,145.819077,17243700
2017-07-21,149.990005,150.440002,148.880005,150.270004,145.751236,26252600
2017-07-24,150.580002,152.440002,149.899994,152.089996,147.516495,21493200
2017-07-25,151.800003,153.839996,151.800003,152.740005,148.146942,18853900
2017-07-26,153.350006,153.929993,153.059998,153.460007,148.845306,15781000
2017-07-27,153.750000,153.990005,147.300003,150.559998,146.032501,32476300
2017-07-28,149.889999,150.229996,149.190002,149.500000,145.004379,17213700
2017-07-31,149.899994,150.330002,148.130005,148.729996,144.257507,19845900
2017-08-01,149.100006,150.220001,148.410004,150.050003,145.537842,35368600
2017-08-02,159.279999,159.750000,156.160004,157.139999,152.414627,69936800
2017-08-03,157.050003,157.210007,155.020004,155.570007,150.891830,27097300
2017-08-04,156.070007,157.399994,155.690002,156.389999,151.687180,20559900
2017-08-07,157.059998,158.919998,156.669998,158.809998,154.034393,21870300
2017-08-08,158.600006,161.830002,158.270004,160.080002,155.266205,36205900
2017-08-09,159.259995,161.270004,159.110001,161.059998,156.216736,26131500
2017-08-10,159.899994,160.000000,154.630005,155.320007,151.240952,40804300
2017-08-11,156.600006,158.570007,156.070007,157.479996,153.344223,26257100
2017-08-14,159.320007,160.210007,158.750000,159.850006,155.651978,22122700
2017-08-15,160.660004,162.199997,160.139999,161.600006,157.356033,29465500
2017-08-16,161.940002,162.509995,160.149994,160.949997,156.723083,27671600
2017-08-17,160.520004,160.710007,157.839996,157.860001,153.714249,27940600
2017-08-18,157.860001,159.500000,156.720001,157.500000,153.363708,27428100
2017-08-21,157.500000,157.889999,155.110001,157.210007,153.081329,26368500
2017-08-22,158.229996,160.000000,158.020004,159.779999,155.583832,21604600
2017-08-23,159.070007,160.470001,158.880005,159.979996,155.778564,19399100
2017-08-24,160.429993,160.740005,158.550003,159.270004,155.087204,19818900
2017-08-25,159.649994,160.559998,159.270004,159.860001,155.661713,25480100
2017-08-28,160.139999,162.000000,159.929993,161.470001,157.229446,25966000
2017-08-29,160.100006,163.119995,160.000000,162.910004,158.631622,29516900
2017-08-30,163.800003,163.889999,162.610001,163.350006,159.060074,27269600
2017-08-31,163.639999,164.520004,163.479996,164.000000,159.692978,26785100
2017-09-01,164.800003,164.940002,163.630005,164.050003,159.741684,16591100
2017-09-05,163.750000,164.250000,160.559998,162.080002,157.823425,29468500
2017-09-06,162.710007,162.990005,160.520004,161.910004,157.657867,21651700
2017-09-07,162.089996,162.240005,160.360001,161.259995,157.024948,21928500
2017-09-08,160.860001,161.149994,158.529999,158.630005,154.464020,28611500
2017-09-11,160.500000,162.050003,159.889999,161.500000,157.258652,31580800
2017-09-12,162.610001,163.960007,158.770004,160.860001,156.635468,71714000
2017-09-13,159.869995,159.960007,157.910004,159.649994,155.457230,44907400
2017-09-14,158.990005,159.399994,158.089996,158.279999,154.123199,23760700
2017-09-15,158.470001,160.970001,158.000000,159.880005,155.681183,49114600
2017-09-18,160.110001,160.500000,158.000000,158.669998,154.502975,28269400
2017-09-19,159.509995,159.770004,158.440002,158.729996,154.561386,20810600
2017-09-20,157.899994,158.259995,153.830002,156.070007,151.971283,52951400
2017-09-21,155.800003,155.800003,152.750000,153.389999,149.361633,37511700
2017-09-22,151.539993,152.270004,150.559998,151.889999,147.901031,46645400
2017-09-25,149.990005,151.830002,149.160004,150.550003,146.596222,44387300
2017-09-26,151.779999,153.919998,151.690002,153.139999,149.118195,36660000
2017-09-27,153.800003,154.720001,153.539993,154.229996,150.179565,25504200
2017-09-28,153.889999,154.279999,152.699997,153.279999,149.254517,22005500
2017-09-29,153.210007,154.130005,152.000000,154.119995,150.072464,26299800
2017-10-02,154.259995,154.449997,152.720001,153.809998,149.770599,18698800
2017-10-03,154.009995,155.089996,153.910004,154.479996,150.422989,16230300
2017-10-04,153.630005,153.860001,152.460007,153.479996,149.449265,20163800
2017-10-05,154.179993,155.440002,154.050003,155.389999,151.309082,21283800
2017-10-06,154.970001,155.490005,154.559998,155.300003,151.221481,17407600
2017-10-09,155.809998,156.729996,155.490005,155.839996,151.747284,16262900
2017-10-10,156.059998,158.000000,155.100006,155.899994,151.805710,15617000
2017-10-11,155.970001,156.979996,155.750000,156.550003,152.438675,16905600
2017-10-12,156.350006,157.369995,155.729996,156.000000,151.903107,16125100
2017-10-13,156.729996,157.279999,156.410004,156.990005,152.867111,16394200
2017-10-16,157.899994,160.000000,157.649994,159.880005,155.681183,24121500
2017-10-17,159.779999,160.869995,159.229996,160.470001,156.255707,18997300
2017-10-18,160.419998,160.710007,159.600006,159.759995,155.564346,16374200
2017-10-19,156.750000,157.080002,155.020004,155.979996,151.883606,42584200
2017-10-20,156.610001,157.750000,155.960007,156.250000,152.146515,23974100
2017-10-23,156.889999,157.690002,155.500000,156.169998,152.068604,21984300
2017-10-24,156.289993,157.419998,156.199997,157.100006,152.974213,17757200
2017-10-25,156.910004,157.550003,155.270004,156.410004,152.302322,21207100
2017-10-26,157.229996,157.830002,156.779999,157.410004,153.276062,17000500
2017-10-27,159.289993,163.600006,158.699997,163.050003,158.767929,44454200
2017-10-30,163.889999,168.070007,163.720001,166.720001,162.341568,44700800
2017-10-31,167.899994,169.649994,166.940002,169.039993,164.600632,36046800
2017-11-01,169.869995,169.940002,165.610001,166.889999,162.507095,33637800
2017-11-02,166.600006,168.500000,165.279999,168.110001,163.695053,41393400
2017-11-03,174.000000,174.259995,171.119995,172.500000,167.969772,59398600
2017-11-06,172.369995,174.990005,171.720001,174.250000,169.673798,35026300
2017-11-07,173.910004,175.250000,173.600006,174.809998,170.219101,24361500
2017-11-08,174.660004,176.240005,174.330002,176.240005,171.611557,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,171.260986,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,170.694199,25145500
2017-11-13,173.500000,174.500000,173.399994,173.970001,170.010132,16982100
2017-11-14,173.039993,173.479996,171.179993,171.339996,167.439987,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,165.231430,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,167.205475,23637500
2017-11-17,171.039993,171.389999,169.639999,170.149994,166.277084,21899500
2017-11-20,170.289993,170.559998,169.559998,169.979996,166.110947,16262400
2017-11-21,170.779999,173.699997,170.779999,173.139999,169.199020,25131300
2017-11-22,173.360001,175.000000,173.050003,174.960007,170.977585,25588900
2017-11-24,175.100006,175.500000,174.649994,174.970001,170.987366,14026700
2017-11-27,175.050003,175.080002,173.339996,174.089996,170.127380,20716800
2017-11-28,174.300003,174.869995,171.860001,173.070007,169.130630,26428800
2017-11-29,172.630005,172.919998,167.160004,169.479996,165.622330,41666400
2017-11-30,170.429993,172.139999,168.440002,171.850006,167.938385,41527200
2017-12-01,169.949997,171.669998,168.500000,171.050003,167.156601,39759300
2017-12-04,172.479996,172.619995,169.630005,169.800003,165.935043,32542400
2017-12-05,169.059998,171.520004,168.399994,169.639999,165.778687,27350200
2017-12-06,167.500000,170.199997,166.460007,169.009995,165.163025,28560000
2017-12-07,169.029999,170.440002,168.910004,169.320007,165.465988,25673300
2017-12-08,170.490005,171.000000,168.820007,169.369995,165.514832,23355200
2017-12-11,169.199997,172.889999,168.789993,172.669998,168.739731,35273800
2017-12-12,172.149994,172.389999,171.460007,171.699997,167.791794,19409200
2017-12-13,172.500000,173.539993,172.000000,172.270004,168.348831,23818400
2017-12-14,172.399994,173.130005,171.649994,172.220001,168.299973,20476500
2017-12-15,173.630005,174.169998,172.460007,173.970001,170.010132,40169300
2017-12-18,174.880005,177.199997,174.860001,176.419998,172.404373,29421100
2017-12-19,175.029999,175.389999,174.089996,174.539993,170.567154,27436400
2017-12-20,174.869995,175.419998,173.250000,174.350006,170.381485,23475600
2017-12-21,174.169998,176.020004,174.100006,175.009995,171.026459,20949900
2017-12-22,174.679993,175.419998,174.500000,175.009995,171.026459,16349400
2017-12-26,170.800003,171.470001,169.679993,170.570007,166.687531,33185500
2017-12-27,170.100006,170.779999,169.710007,170.600006,166.716858,21498200
2017-12-28,171.000000,171.850006,170.479996,171.080002,167.185913,16480200
2017-12-29,170.520004,170.589996,169.220001,169.229996,165.378021,25999900
2018-01-02,170.160004,172.300003,169.259995,172.259995,168.339050,25555900
2018-01-03,172.529999,174.550003,171.960007,172.229996,168.309738,29517900
2018-01-04,172.539993,173.470001,172.080002,173.029999,169.091522,22434600
2018-01-05,173.440002,175.369995,173.050003,175.000000,171.016678,23660000
2018-01-08,174.350006,175.610001,173.929993,174.350006,170.381485,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,170.361954,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,170.322845,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,171.290329,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,173.059113,25418100
2018-01-16,177.899994,179.389999,176.139999,176.190002,172.179611,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,175.023361,34386800
2018-01-18,179.369995,180.100006,178.250000,179.259995,175.179718,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,174.397949,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,172.971176,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,173.010254,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,170.254440,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,167.215210,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,167.606140,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,164.136932,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,163.169464,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,163.618988,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,163.961014,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,156.846741,86593800
2018-02-05,159.100006,163.880005,156.000000,156.490005,152.928009,72738500
2018-02-06,154.830002,163.720001,154.000000,163.029999,159.319138,68243800
2018-02-07,163.089996,163.399994,159.070007,159.539993,155.908569,51608600
2018-02-08,160.289993,161.000000,155.029999,155.149994,151.618515,54390500
2018-02-09,157.070007,157.889999,150.240005,156.410004,153.473022,70672600
2018-02-12,158.500000,163.889999,157.509995,162.710007,159.654739,60819500
2018-02-13,161.949997,164.750000,161.649994,164.339996,161.254105,32549200
2018-02-14,163.039993,167.539993,162.880005,167.369995,164.227203,40644900
2018-02-15,169.789993,173.089996,169.000000,172.990005,169.741684,51147200
2018-02-16,172.360001,174.820007,171.770004,172.429993,169.192200,40176100
2018-02-20,172.050003,174.259995,171.419998,171.850006,168.623093,33930500
2018-02-21,172.830002,174.119995,171.009995,171.070007,167.857742,37471600
2018-02-22,171.800003,173.949997,171.710007,172.500000,169.260895,30991900
2018-02-23,173.669998,175.649994,173.539993,175.500000,172.204559,33812400
2018-02-26,176.350006,179.389999,176.210007,178.970001,175.609406,38162200
2018-02-27,179.100006,180.479996,178.160004,178.389999,175.040298,38928100
2018-02-28,179.259995,180.619995,178.050003,178.119995,174.775360,37782100
2018-03-01,178.539993,179.779999,172.660004,175.000000,171.713928,48802000
2018-03-02,172.800003,176.300003,172.449997,176.210007,172.901230,38454000
2018-03-05,175.210007,177.740005,174.520004,176.820007,173.499771,28401400
2018-03-06,177.910004,178.250000,176.130005,176.669998,173.352600,23788500
2018-03-07,174.940002,175.850006,174.270004,175.029999,171.743393,31703500
2018-03-08,175.479996,177.119995,175.070007,176.940002,173.617508,23774100
2018-03-09,177.960007,180.000000,177.389999,179.979996,176.600418,32185200
2018-03-12,180.289993,182.389999,180.210007,181.720001,178.307755,32207100
2018-03-13,182.589996,183.500000,179.240005,179.970001,176.590637,31693500
2018-03-14,180.320007,180.520004,177.809998,178.440002,175.089340,29368400
2018-03-15,178.500000,180.240005,178.070007,178.649994,175.295395,22743800
2018-03-16,178.649994,179.119995,177.619995,178.020004,174.677246,39404700
2018-03-19,177.320007,177.470001,173.660004,175.300003,172.008316,33446800
2018-03-20,175.240005,176.800003,174.940002,175.240005,171.949448,19649400
2018-03-21,175.039993,175.089996,171.259995,171.270004,168.053986,37054900
2018-03-22,170.000000,172.679993,168.600006,168.850006,165.679413,41490800
2018-03-23,168.389999,169.919998,164.940002,164.940002,161.842865,41028800
2018-03-26,168.070007,173.100006,166.440002,172.770004,169.525833,37541200
2018-03-27,173.679993,175.149994,166.919998,168.339996,165.179001,40922600
2018-03-28,167.250000,170.020004,165.190002,166.479996,163.353928,41668500
2018-03-29,167.809998,171.750000,166.899994,167.779999,164.629501,38398500
